Katsesõna;Mudel;Definitsioon;Hinnang;Kommentaar
kasutajaskond;Claude 3 Opus;mingi toote, teenuse, süsteemi vms kasutajate ring;4;
kasutajaskond;Gmeini 2.0 Flash;mingit toodet, teenust, veebisaiti vms regulaarselt kasutavate inimeste kogum;3;
kasutajaskond;o4-mini;mingi teenuse, toote või süsteemi kasutajatest koosnev kogum;3;
kasutajaskond;o3;ühte ja sedasama toodet, teenust, süsteemi vms kasutavate inimeste kogum;3;
peoloom;EuroLLM-9b-instruct;Inimene, kes armastab pidutseda ja osaleda erinevatel üritustel koos sõpradega. Peoloom on tavaliselt seltskondlik ja hea suhtleja, kellel on palju sõpru ning ta naudib pidude nautimist.;2;
peoloom;Claude 3 Opus;pidutsemist, lõbutsemist ja alkoholi tarbimist liialduseni viiv isik;2;
peoloom;o4-mini;seltskonnas meeleolu loov ja tähelepanu keskmes olev inimene;3;
pesakond;Claude 3.7 Sonnet;"ühest pesakonnast pärit loomade, lindude või putukate järglaste kogum; ka lasterohke pere kohta";3;
pesakond;Claude 3 Opus;ühel sigimisperioodil sündinud (linnu)poegade rühm;2;
pesakond;o3;ühe ja sama emase korraga sündinud või koorunud järglaste kogum;3;
suitsetama;Gemini 1.5 Pro;Tubakat või muud ainet põletades sellest eralduvat suitsu sisse hingama ja välja puhuma.;3;
suitsetama;Gemini 2.5 Pro Preview;põlevast ainest (hrl tubakast) suitsu suhu ja kopsudesse tõmbama;3;
suitsetama;o4-mini;tubaka või muu suitsutava aine põletamisest eralduva suitsu sisse- ja väljahingamine;2;
sugupuu;Llama-4-Maverick-17B-128E-Instruct;perekonna liikmete põlvnemist ja nendevahelisi sugulussuhteid näitlikult kujutav skeem või tabel;4;
sugupuu;Claude 3.5 Sonnet;skemaatiline joonis või kirjalik ülevaade, mis näitab perekonnaliikmete omavahelisi sugulussuhteid ja põlvnemist läbi mitme põlvkonna;3;
sugupuu;Claude 3.7 Sonnet;skemaatiline joonis või kirjalik ülevaade, mis kujutab perekonna või suguvõsa liikmete omavahelisi sugulussuhteid mitme põlvkonna lõikes;3;
sugupuu;Claude 3 Opus;skemaatiline kujutis, mis näitab isikute põlvnemist ja sugulust mitme põlvkonna vältel;3;
sugupuu;Gemini 1.5 Pro;Perekonna või suguvõsa liikmete sugulussidemeid ja põlvnemisjärjestust kujutav skemaatiline esitus, tavaliselt puu kujul.;3;
sugupuu;Gmeini 2.0 Flash;perekonna põlvnemise skeem, esivanemate ja järeltulijate järjestikune loetelu;2;
sugupuu;GPT-4o;esivanemate ja järeltulijate järjestikune loetelu või skeem, mis näitab perekondlikke seoseid ja päritolu;4;
kategooriline;Claude 3.7 Sonnet;kindel, tingimusteta, eranditeta, vaieldamatult kehtiv või esitatud, kompromisse välistav;4;
kategooriline;Claude 3 Opus;tingimusteta, vastuväiteid või erandeid välistav, täiesti kindel ja otsustav;4;
personal;EuroLLM-9b-instruct;Personal viitab töötajatele ettevõttes, asutuses või organisatsioonis. See hõlmab kõiki töötajaid, alates juhtidest kuni tavatöötajateni, kes on osa organisatsiooni struktuurist ja aitavad kaasa selle toimimisele.;2;
personal;Gemini 1.5 Pro;asutuse, ettevõtte või organisatsiooni kõik töötajad kokku;3;
personal;Gmeini 2.0 Flash;"mingi organisatsiooni või ettevõtte töötajate koosseis; kaadrikoosseis.";4;
personal;GPT-4o;töötajaskond, mingi asutuse, ettevõtte vms teenistuses olevad inimesed, kes täidavad teatud ülesandeid ja kohustusi;3;
personal;o3;mingis asutuses, ettevõttes või organisatsioonis töötavate inimeste kogum, töötajaskond;3;
perspektiivitu;EuroLLM-9b-instruct;Perspektiivitu tähendab midagi, mis ei näe tulevikus head tulemust või edu. See võib viidata tegevusele, projektile või olukorrale, mis tõenäoliselt ei too oodatavat kasu või positiivseid tulemusi. Näiteks võib öelda, et mõni äriprojekt on perspektiivitu, kui sellel pole piisavalt tugevaid eeldusi edukaks toimimiseks.;2;
perspektiivitu;Claude 3 Opus;tulevikuväljavaateid mittepakkuv, edasiminekuvõimalusteta, lootusetu;3;
perspektiivitu;Gemini 2.5 Pro Preview;Arengu- või tulevikuväljavaadeteta;4;
perspektiivitu;GPT-4o;tulevikuväljavaadeteta, edasise arengu või eduvõimalusteta, lootusetu või sihitu olukord või seisund;3;
perspektiivitu;o3;"ÜSi definitsioon - ilma tuleviku- ja arenguväljavaadeteta, edulootuseta; lootusetu, väljavaateta";2;
pesto;Claude 3 Opus;Itaalia päritolu rohelist värvi kaste, mille põhikoostisosad on basiilik, oliiviõli, küüslauk, parmesani juust ja seedermänniseemned;3;
pesto;Gemini 1.5 Pro;Itaaliast pärit kaste, mis on tavaliselt valmistatud basiilikust, küüslaugust, männipähklitest, Parmesani juustust ja oliiviõlist.;3;
pesto;Gmeini 2.0 Flash;itaaliapärane basiilikust, küüslaugust, seedermänniseemnetest, Parmesani juustust ja oliiviõlist valmistatud roheline kaste, mida kasutatakse peamiselt pasta, aga ka teiste toitude maitsestamiseks;4;
summaarne;Claude 3.5 Sonnet;kõiki osi või üksikasju kokku võttev, kogu hulka hõlmav, kokkuvõtlik;3;
summaarne;Claude 3.7 Sonnet;"kõiki osi või üksikasju kokku võttev, koondav; kogu hulka, kogumit või tervikut hõlmav";3;
summaarne;Gemini 1.5 Pro;"kokkuvõtlik, üldine, terviklik;  mitmest osast või komponendist koosnev tervik käsitletud ühe ühikuna.";2;
summaarne;Gemini 2.5 Pro Preview;"Kogusummat esitav või moodustav; koond-; üld-";2;
summaarne;GPT-4o;kogusummana esinev, kokkuvõtlikult arvestatud või väljendatud, kõigi osade või elementide kogumina käsitletav;2;
summaarne;o4-mini;"mitme osa või näitaja summana moodustuv või nii esitatud; kokkuvõtlikult kogu hulka või üldpilti näitav";3;
transport;Claude 3.7 Sonnet;inimeste, kaupade, materjalide vm liikumine või vedamine ühest kohast teise, kasutades selleks erinevaid liiklusvahendeid või -viise;4;
transport;Gmeini 2.0 Flash;inimeste või kaupade toimetamine ühest kohast teise, veondus;4;
transport;Gemini 2.5 Pro Preview;kaupade või reisijate edasitoimetamine ühest kohast teise;3;
transport;GPT-4.1;inimeste, kaupade või esemete ühest kohast teise viimine või vedamine;3;
transs;Llama-4-Maverick-17B-128E-Instruct;"teadvuseseisund, mida iseloomustab kõrgenenud vastuvõtlikkus sisendusele või oma tegevuse ja ümbruse suhtes vähese teadlikkusega sooritatavad toimingud; hüpnootiline uni või sellega sarnane seisund";3;
transs;Claude 3.5 Sonnet;teadvuse muutunud seisund, milles inimene on välismaailmast osaliselt või täielikult eraldunud ning keskendunud oma sisemaailmale;4;
transs;Claude 3 Opus;hüpnoosiga sarnanev seisund, milles inimene on oma ümbruse suhtes tundetum ja allub kergemini sisendusele;3;
transs;o4-mini;muudetud teadvuseseisund, mille korral inimene kaotab osaliselt või täielikult kontakti välismaailmaga ja keskendub sisemisele kogemusele;4;
transs;o3;muutunud, sügavalt keskendunud teadvusseisund, kus välisärritajad tajutakse ähmaselt ja tähelepanu koondub sisemistele kogemustele või hüpnootilisele mõjutusele;4;
akne;Llama-4-Maverick-17B-128E-Instruct;tavaliselt puberteedieas nahka, harvemini teisi elundeid haarav krooniline põletikuline nahahaigus, mis väljendub komedone (mustpeade), punetavate sõlmekeste, mädakoldeid sisaldavate põletikunärude ja armide tekkes;3;
akne;Gmeini 2.0 Flash;peamiselt näo, selja ja rinna nahal esinevad põletikulised vistrikud ja punnid;3;
akne;GPT-4o;nahahaigus, mida iseloomustavad põletikulised ja mittepõletikulised vistrikud, tavaliselt näol, seljal ja rinnal, sageli seotud rasunäärmete talitlushäiretega;3;
aktiivsüsi;Claude 3 Opus;poorne süsinikurikas aine, mida kasutatakse nt vee ja õhu puhastamiseks, mürgistuste ravis, seedehäirete korral jm tänu tema suurele imamisvõimele;4;
aktiivsüsi;Gmeini 2.0 Flash;poorne süsinikmaterjal, mida saadakse orgaaniliste ainete (nt puidu, kookospähklikoorte) kuumutamisel ja aktiveerimisel ning mida kasutatakse adsorbendina gaaside, vedelike ja värvainete puhastamiseks.;3;
aktsent;EuroLLM-9b-instruct;Aktsent on helivärv, mida inimene kasutab teatud keele rääkimiseks või hääldamisel konkreetses piirkonnas. See sisaldab kõiki individuaalseid helisid ja rütme, mis eristavad kõnelejat teistest. Aktsent võib olla iseloomulik teatud piirkonnale, rahvale või rahvusele. Näiteks on ameerika inglise aktsent erinev briti inglise aktsendist. Samuti võivad inimesed rääkida oma kodumaal omapärase aktsendiga, kuid võõrastes piirkondades võivad nad omandada uue aktsendi.;2;
aktsent;Claude 3.5 Sonnet;"võõrapärane hääldusviis või kõnemaneer, mis tuleneb emakeele või muu keele mõjust; rõhk või pearõhk kõnes, muusikas või kunstis";3;
aktsent;Gmeini 2.0 Flash;hääldusviis, mis on omane mingile keelelisele või geograafilisele piirkonnale, sotsiaalsele grupile või isikule ja mis erineb mingist standardsest hääldusest.;4;
debatt;Gmeini 2.0 Flash;avalik arutelu, väitlus kindlaksmääratud reeglite järgi, kus osalejad püüavad oma seisukohti argumentidega kaitsta ja teisi veenda;4;
deegu;Claude 3 Opus;väike Lõuna-Ameerika näriline, keda peetakse lemmikloomana;3;
deegu;GPT-4o;väike näriline, kes kuulub okassaba-deegude sugukonda, tuntud oma sotsiaalse käitumise ja aktiivsuse poolest, sageli peetav lemmikloomana.;2;
deegu;GPT-4.1;Lõuna-Ameerikast pärit väike näriline, keda sageli peetakse lemmikloomana;4;
deegu;o4-mini;poolvedel või pastataoline jahu- ja vedelikusegu, mida sõtkutakse ja vormitakse taignana erinevate pagari- ja kondiitritoodete valmistamiseks;1;
defekt;Claude 3.7 Sonnet;ese, seade, toode vm, millel on puudus, viga või rike, mis takistab selle normaalset toimimist või kasutamist;1;
defekt;Claude 3 Opus;toote, detaili, materjali vms viga või puudus, mis takistab selle kasutamist ettenähtud otstarbel või vähendab selle töökindlust ja vastupidavust;4;
defekt;Gemini 1.5 Pro;vigane koht, viga, puudus, rike;2;
defekt;Gmeini 2.0 Flash;mingi puudus, viga või rike, mis teeb midagi ebatäiuslikuks või töökorrast välja viib;2;
defekt;GPT-4o;puudus või viga, mis rikub terviklikkust, funktsionaalsust või välimust;3;
filosofeerima;Claude 3.5 Sonnet;mõtisklema ja arutlema üldiste eluliste või abstraktsete küsimuste üle, sageli teoreetiliselt ja süvitsi minnes;3;
filosofeerima;Claude 3.7 Sonnet;mõtisklema, arutlema filosoofiliste küsimuste üle, püüdes jõuda sügavama arusaamani maailma, inimese või elu olemusest;4;
filosofeerima;Gemini 2.5 Pro Preview;Sügavalt, abstraktselt v kaalutlevalt mõtisklema v arutlema.;3;
filosofeerima;GPT-4o;sügavamõtteliselt arutlema, mõtisklema elu, maailma või abstraktsete teemade üle, sageli teoreetilises või spekulatiivses võtmes;3;
huligaan;EuroLLM-9b-instruct;Huligaan on isik, kes teeb ebaseaduslikke või ebasoovitavaid asju, näiteks murrab seadusi, tekitab konflikte teiste inimestega või kahjustab vara. See võib hõlmata mitmesuguseid tegevusi, nagu näiteks vandalism, vargus, vägivald või muu kuritegelik käitumine. Huligaanid võivad olla nii üksikisikud kui ka rühmitused, kes tegutsevad koos eesmärgiga kahjustada teisi inimesi või ühiskonda. Hulklemist peetakse tavaliselt negatiivseks ja ebaseaduslikuks tegevuseks, mis võib põhjustada tõsiseid tagajärgi nii huligaanile endale kui ka teistele inimestele. Huligaanid võivad olla ka ohtlikud, kuna nad võivad kasutada vägivalda või muid ebaseaduslikke meetodeid oma eesmärkide saavutamiseks.;2;
huligaan;Llama-4-Maverick-17B-128E-Instruct;inimene, kes käitub korrarikkujana, teeb õigusvastaseid tegusid või põhjustab avalikus kohas segadust ja korratust, sageli vägivaldselt või ülekohtuselt.;2;
huligaan;Claude 3.5 Sonnet;avalikus kohas teisi häiriv ja korda rikkuv isik, kes käitub vägivaldselt või ebaviisakalt ning eirab ühiskondlikke norme;4;
huligaan;Claude 3 Opus;ühiskondlikku korda rikkuv, teisi inimesi tülitav või neile kahju tekitav isik;3;
huligaan;Gemini 1.5 Pro;vägivaldne ja korrarikkumisele kalduv isik, kes tekitab avalikus kohas pahandusi ja häirib avalikku korda.;4;
huligaan;Gemini 2.5 Pro Preview;avalikku korda rikkuv, teisi häiriv või vara lõhkuv isik;3;
huligaan;o4-mini;avalikus kohas lärmi, vägivalda või korratust tekitav isik;3;
